"ÃÂÂIndex","Address","City","State","Zipcode","AUTO_UNIQUE_ID_2019-12-02_dbmsmsba_nyc","Source","UpdatedGeocoding","TimeTaken","TransactionId","Version","ErrorMessage","Latitude","Longitude","MatchType","MatchedLocationType","FeatureMatchingResultType","InterpolationType","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","GeocodeQualityType","FeatureMatchingHierarchy","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","FeatureMatchingResultTypeTieBreakingNotes","TieHandlingStrategyType","RegionSize","RegionSizeUnits","naaccrQualCode","naaccrQualType"
"9479","155 W 18th St NYC","New York","NY","",1578,"USCGeocoder",1,265.5119,"","4.1","",40.6649134,-73.9945788,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","93.1952662721894","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9482","1590 3rd Ave NYC","New York","NY","",1579,"USCGeocoder",1,187.6486,"","4.1","",40.7810188,-73.9526075,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9491","S W 176th St NYC","New York","NY","",1580,"USCGeocoder",1,31.2791,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9494","123 E 23rd St NYC","New York","NY","",1581,"USCGeocoder",1,218.5687,"","4.1","",40.7434388,-73.9936894,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","93.1952662721894","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9495","212 E 47th St NYC","New York","NY","",1582,"USCGeocoder",1,187.5246,"","4.1","",40.7533852,-73.971541,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9506","596 Lenox Ave NYC","New York","NY","",1583,"USCGeocoder",1,500.0356,"","4.1","",40.8172,-73.9383,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9509","W 8th Ave NYC","New York","NY","",1584,"USCGeocoder",1,31.3645,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9510","37 John St NYC","New York","NY","",1585,"USCGeocoder",1,687.5286,"","4.1","",40.7095,-74.0082,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","RoofTop","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"9511","177 Lafayette St NYC","New York","NY","",1586,"USCGeocoder",1,406.229,"","4.1","",40.7204262,-73.9985393,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9513","617 W 27th St NYC","New York","NY","",1587,"USCGeocoder",1,156.2899,"","4.1","",40.7516543309803,-74.0055467010742,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","4950.66123422608","Meters","03","StreetSegmentInterpolation"
"9521","989 6th Ave NYC","New York","NY","",1588,"USCGeocoder",1,46.8106,"","4.1","",40.7514440839648,-73.9866972403332,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","1883.74306600401","Meters","03","StreetSegmentInterpolation"
"9526","S 2nd Pl NYC","New York","NY","",1589,"USCGeocoder",1,31.2979,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9531","880 Broadway NYC","New York","NY","",1590,"USCGeocoder",1,93.811,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9544","980 Lexington Ave NYC","New York","NY","",1591,"USCGeocoder",1,15.4438,"","4.1","",40.7699256245221,-73.9626806325377,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","2048.19956933218","Meters","03","StreetSegmentInterpolation"
"9561","6 E 36th St NYC","New York","NY","",1592,"USCGeocoder",1,218.7081,"","4.1","",40.7493541,-73.9830171,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9563","300 E 30th St NYC","New York","NY","",1593,"USCGeocoder",1,203.0767,"","4.1","",40.7420631,-73.9775037,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9564","N W 94th St NYC","New York","NY","",1594,"USCGeocoder",1,31.2432,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9567","S E 99th St NYC","New York","NY","",1595,"USCGeocoder",1,31.2443,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9570","1 Penn Plz NYC","New York","NY","",1596,"USCGeocoder",1,562.4559,"","4.1","",40.7509,-73.9916,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9571","450 Lexington Ave NYC","New York","NY","",1597,"USCGeocoder",1,968.8176,"","4.1","",40.7531,-73.975,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"9577","155 6th Ave NYC","New York","NY","",1598,"USCGeocoder",1,187.2584,"","4.1","",40.677268,-73.9765162,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9580","139 W 28th St NYC","New York","NY","",1599,"USCGeocoder",1,218.8432,"","4.1","",40.7468692,-73.9922459,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9584","249 E Houston St NYC","New York","NY","",1600,"USCGeocoder",1,406.2268,"","4.1","",40.7217,-73.9854,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9587","N E 70th St NYC","New York","NY","",1601,"USCGeocoder",1,31.1467,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9589","312 W 25th St NYC","New York","NY","",1602,"USCGeocoder",1,218.6903,"","4.1","",40.7467282,-73.998345,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9601","20 E 116th St NYC","New York","NY","",1603,"USCGeocoder",1,312.4595,"","4.1","",40.8000735,-73.9454552,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9614","1909 AMSTERDAM AVE NYC","New York","NY","",1604,"USCGeocoder",1,499.9808,"","4.1","",40.8311,-73.943,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9616","1107 Broadway NYC","New York","NY","",1605,"USCGeocoder",1,78.1349,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9622","W 6th Ave NYC","New York","NY","",1606,"USCGeocoder",1,31.4121,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9637","770 7th Ave NYC","New York","NY","",1607,"USCGeocoder",1,203.1269,"","4.1","",40.7615503,-73.9831548,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9648","651 W 190th St NYC","New York","NY","",1608,"USCGeocoder",1,265.6559,"","4.1","",40.8556405,-73.931116,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9675","601 W 182nd St NYC","New York","NY","",1609,"USCGeocoder",1,296.8791,"","4.1","",40.850101,-73.9335488,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9695","71-75 W Broadway NYC","New York","NY","",1610,"USCGeocoder",1,718.7327,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9705","2586 Broadway NYC","New York","NY","",1611,"USCGeocoder",1,78.1101,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9711","2848 Broadway NYC","New York","NY","",1612,"USCGeocoder",1,78.1489,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9745","41 W 35th St NYC","New York","NY","",1613,"USCGeocoder",1,203.0932,"","4.1","",40.7499623,-73.9858768,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9746","30 E 23rd St NYC","New York","NY","",1614,"USCGeocoder",1,234.3454,"","4.1","",40.7405713,-73.9876842,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9755","78 W 14th St NYC","New York","NY","",1615,"USCGeocoder",1,171.7604,"","4.1","",40.736991419411,-73.9961937721517,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","6536.13862841646","Meters","03","StreetSegmentInterpolation"
"9759","2400 2ND AVE NYC","New York","NY","",1616,"USCGeocoder",1,203.1162,"","4.1","",40.801405,-73.9338137,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9767","325 5th Ave NYC","New York","NY","",1617,"USCGeocoder",1,593.7594,"","4.1","",40.6724834,-73.9833617,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9772","57 W 58th St NYC","New York","NY","",1618,"USCGeocoder",1,203.1239,"","4.1","",40.7649385,-73.9763286,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9775","35 W 36th St NYC","New York","NY","",1619,"USCGeocoder",1,203.1089,"","4.1","",40.7505635,-73.9853617,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9780","55 Park Ave NYC","New York","NY","",1620,"USCGeocoder",1,1843.7759,"","4.1","",40.7491,-73.9796,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","RoofTop","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"9784","45 E 3rd St NYC","New York","NY","",1621,"USCGeocoder",1,671.8442,"","4.1","",40.651288,-73.9787352,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9806","25 Murray St NYC","New York","NY","",1622,"USCGeocoder",1,1249.981,"","4.1","",40.7137,-74.0084,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","RoofTop","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"9808","37 W 8th St NYC","New York","NY","",1623,"USCGeocoder",1,171.9319,"","4.1","",40.7331284,-73.9981613,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9810","155 W 60th St NYC","New York","NY","",1624,"USCGeocoder",1,203.2071,"","4.1","",40.770979,-73.9864495,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9816","W 3rd Ave NYC","New York","NY","",1625,"USCGeocoder",1,31.2357,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9821","303 E 44th St NYC","New York","NY","",1626,"USCGeocoder",1,187.4014,"","4.1","",40.7510319,-73.9707842,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9827","452 9th Ave NYC","New York","NY","",1627,"USCGeocoder",1,187.5024,"","4.1","",40.7541464,-73.9955342,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9831","232 W 44th St NYC","New York","NY","",1628,"USCGeocoder",1,78.1079,"","4.1","",40.7578213960727,-73.9873883174574,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","3557.33554691914","Meters","03","StreetSegmentInterpolation"
"9842","936 Broadway NYC","New York","NY","",1629,"USCGeocoder",1,124.9524,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9845","16 Crosby St NYC","New York","NY","",1630,"USCGeocoder",1,562.4743,"","4.1","",40.7201,-74.0003,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9848","101 Park Ave NYC","New York","NY","",1631,"USCGeocoder",1,1578.1572,"","4.1","",40.7511,-73.9781,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"9849","10 W 66th St NYC","New York","NY","",1632,"USCGeocoder",1,203.1305,"","4.1","",40.7725047,-73.9796397,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9850","1350 Madison Ave NYC","New York","NY","",1633,"USCGeocoder",1,515.6128,"","4.1","",40.7864,-73.9549,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9851","71 W 109th St NYC","New York","NY","",1634,"USCGeocoder",1,265.5641,"","4.1","",40.8011317,-73.9611096,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9855","1 W 58th St NYC","New York","NY","",1635,"USCGeocoder",1,203.1463,"","4.1","",40.7640617,-73.9742285,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9857","W Central Park West NYC","New York","NY","",1636,"USCGeocoder",1,31.2316,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9866","455 Amsterdam Ave NYC","New York","NY","",1637,"USCGeocoder",1,515.5959,"","4.1","",40.7849,-73.9768,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9869","114 W 134th St NYC","New York","NY","",1638,"USCGeocoder",1,250.0247,"","4.1","",40.8138153,-73.9425197,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9879","270 Bowery NYC","New York","NY","",1639,"USCGeocoder",1,124.9858,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9888","","New York","NY","",1640,"USCGeocoder",1,15.6236,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_CITY","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9902","666 3rd Ave NYC","New York","NY","",1641,"USCGeocoder",1,203.1224,"","4.1","",40.7511945,-73.9743603,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9905","48 7th Ave S NYC","New York","NY","",1642,"USCGeocoder",1,218.7527,"","4.1","",40.7313233,-74.0043936,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9915","N W 80th St NYC","New York","NY","",1643,"USCGeocoder",1,31.2711,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9920","108 W 39th St NYC","New York","NY","",1644,"USCGeocoder",1,218.9552,"","4.1","",40.7530985,-73.9861425,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9922","1372 3rd Ave NYC","New York","NY","",1645,"USCGeocoder",1,281.2808,"","4.1","",40.7736390988051,-73.9578768926782,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","2","","ReturnAll","1924.83751975861","Meters","03","StreetSegmentInterpolation"
"9925","S W 58th St NYC","New York","NY","",1646,"USCGeocoder",1,30.9965,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9933","120 E 29th St NYC","New York","NY","",1647,"USCGeocoder",1,234.2591,"","4.1","",40.7433917,-73.9826243,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9938","1040 6th Ave NYC","New York","NY","",1648,"USCGeocoder",1,78.4822,"","4.1","",40.7528987255487,-73.9854031724635,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","1880.78947463876","Meters","03","StreetSegmentInterpolation"
"9949","4015 Broadway NYC","New York","NY","",1649,"USCGeocoder",1,93.7606,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"9956","1266 Madison Ave NYC","New York","NY","",1650,"USCGeocoder",1,500.0486,"","4.1","",40.7838,-73.9568,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"9962","60 RIVERSIDE BLVD NYC","New York","NY","",1651,"USCGeocoder",1,203.0892,"","4.1","",40.7747432469131,-73.9909145137651,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"9971","17 E 75th St NYC","New York","NY","",1652,"USCGeocoder",1,203.1229,"","4.1","",40.7740081,-73.9644057,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
